Origin State,Airport Name,year,Cost Total $
Ohio,CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,2000,44100
Ohio,CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,2001,0
Ohio,CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,2002,0
Ohio,PORT COLUMBUS INTERNATIONAL,1990,0
Ohio,PORT COLUMBUS INTERNATIONAL,1991,0
Ohio,PORT COLUMBUS INTERNATIONAL,1992,0
Ohio,PORT COLUMBUS INTERNATIONAL,1993,0
Ohio,PORT COLUMBUS INTERNATIONAL,1994,0
Ohio,PORT COLUMBUS INTERNATIONAL,1995,0
Ohio,PORT COLUMBUS INTERNATIONAL,1996,0
Ohio,PORT COLUMBUS INTERNATIONAL,1997,0
Ohio,PORT COLUMBUS INTERNATIONAL,1998,0
Ohio,PORT COLUMBUS INTERNATIONAL,1999,0
Ohio,PORT COLUMBUS INTERNATIONAL,2000,0
Ohio,PORT COLUMBUS INTERNATIONAL,2001,0
Ohio,PORT COLUMBUS INTERNATIONAL,2002,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1990,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1991,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1992,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1993,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1994,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1995,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1996,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1997,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1998,0
Oklahoma,WILL ROGERS WORLD AIRPORT,1999,0
Oklahoma,WILL ROGERS WORLD AIRPORT,2000,0
Oklahoma,WILL ROGERS WORLD AIRPORT,2001,0
Oklahoma,WILL ROGERS WORLD AIRPORT,2002,0
Oregon,PORTLAND INTERNATIONAL (OR),1990,19133
Oregon,PORTLAND INTERNATIONAL (OR),1991,0
Oregon,PORTLAND INTERNATIONAL (OR),1992,0
Oregon,PORTLAND INTERNATIONAL (OR),1993,0
Oregon,PORTLAND INTERNATIONAL (OR),1994,0
Oregon,PORTLAND INTERNATIONAL (OR),1995,0
Oregon,PORTLAND INTERNATIONAL (OR),1996,0
Oregon,PORTLAND INTERNATIONAL (OR),1997,298691
Oregon,PORTLAND INTERNATIONAL (OR),1998,493893
Oregon,PORTLAND INTERNATIONAL (OR),1999,159433
Oregon,PORTLAND INTERNATIONAL (OR),2000,75078
Oregon,PORTLAND INTERNATIONAL (OR),2001,1097630
Oregon,PORTLAND INTERNATIONAL (OR),2002,317
Pennsylvania,GREATER PITTSBURGH,1990,0
Pennsylvania,GREATER PITTSBURGH,1991,0
Pennsylvania,GREATER PITTSBURGH,1992,364913
Pennsylvania,GREATER PITTSBURGH,1993,0
Pennsylvania,GREATER PITTSBURGH,1994,0
Pennsylvania,GREATER PITTSBURGH,1995,0
Pennsylvania,GREATER PITTSBURGH,1996,0
Pennsylvania,GREATER PITTSBURGH,1997,43462
Pennsylvania,GREATER PITTSBURGH,1998,1409
Pennsylvania,GREATER PITTSBURGH,1999,113053
Pennsylvania,GREATER PITTSBURGH,2000,0
Pennsylvania,GREATER PITTSBURGH,2001,0
Pennsylvania,GREATER PITTSBURGH,2002,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1990,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1991,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1992,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1993,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1994,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1995,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1996,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1997,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1998,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,1999,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,2000,3367644
Pennsylvania,PHILADELPHIA INTERNATIONAL,2001,0
Pennsylvania,PHILADELPHIA INTERNATIONAL,2002,24087
South Carolina,CHARLESTON AFB/INTL AIRPORT,1990,0
South Carolina,CHARLESTON AFB/INTL AIRPORT,1991,53547
South Carolina,CHARLESTON AFB/INTL AIRPORT,1992,0
South Carolina,CHARLESTON AFB/INTL AIRPORT,1993,80358
South Carolina,CHARLESTON AFB/INTL AIRPORT,1994,0
South Carolina,CHARLESTON AFB/INTL AIRPORT,1995,69282
South Carolina,CHARLESTON AFB/INTL AIRPORT,1996,12727
South Carolina,CHARLESTON AFB/INTL AIRPORT,1997,0
South Carolina,CHARLESTON AFB/INTL AIRPORT,1998,0
South Carolina,CHARLESTON AFB/INTL AIRPORT,1999,11361
South Carolina,CHARLESTON AFB/INTL AIRPORT,2000,252574
South Carolina,CHARLESTON AFB/INTL AIRPORT,2001,33321
South Carolina,CHARLESTON AFB/INTL AIRPORT,2002,640208
Tennessee,MEMPHIS INTERNATIONAL,1990,0
Tennessee,MEMPHIS INTERNATIONAL,1991,0
Tennessee,MEMPHIS INTERNATIONAL,1992,0
Tennessee,MEMPHIS INTERNATIONAL,1993,3696
Tennessee,MEMPHIS INTERNATIONAL,1995,0
Tennessee,MEMPHIS INTERNATIONAL,1996,0
Tennessee,MEMPHIS INTERNATIONAL,1997,28927
Tennessee,MEMPHIS INTERNATIONAL,1998,0
Tennessee,MEMPHIS INTERNATIONAL,1999,0
Tennessee,MEMPHIS INTERNATIONAL,2000,14032
Tennessee,MEMPHIS INTERNATIONAL,2001,6638
Tennessee,MEMPHIS INTERNATIONAL,2002,424262
Tennessee,NASHVILLE INTERNATIONAL,1990,0
Tennessee,NASHVILLE INTERNATIONAL,1991,0
Tennessee,NASHVILLE INTERNATIONAL,1992,0
Tennessee,NASHVILLE INTERNATIONAL,1993,0
Tennessee,NASHVILLE INTERNATIONAL,1994,0
Tennessee,NASHVILLE INTERNATIONAL,1995,0
Tennessee,NASHVILLE INTERNATIONAL,1996,0
Tennessee,NASHVILLE INTERNATIONAL,1997,0
Tennessee,NASHVILLE INTERNATIONAL,1998,0
Tennessee,NASHVILLE INTERNATIONAL,1999,0
Tennessee,NASHVILLE INTERNATIONAL,2000,0
Tennessee,NASHVILLE INTERNATIONAL,2001,0
Tennessee,NASHVILLE INTERNATIONAL,2002,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1990,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1991,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1992,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1993,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1994,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1995,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1996,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1997,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1998,7043545
Texas,AUSTIN-BERGSTROM INTERNATIONAL,1999,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,2000,8018
Texas,AUSTIN-BERGSTROM INTERNATIONAL,2001,0
Texas,AUSTIN-BERGSTROM INTERNATIONAL,2002,0
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1990,0
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1991,111815
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1992,0
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1993,0
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1994,0
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1995,0
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1996,541823
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997,0
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998,0
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1999,17288
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2000,0
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2001,65080
Texas,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,2002,0
Texas,GEORGE BUSH INTERCONTINENTAL,1990,0
Texas,GEORGE BUSH INTERCONTINENTAL,1991,0
Texas,GEORGE BUSH INTERCONTINENTAL,1992,0
Texas,GEORGE BUSH INTERCONTINENTAL,1993,0
Texas,GEORGE BUSH INTERCONTINENTAL,1994,0
Texas,GEORGE BUSH INTERCONTINENTAL,1995,0
Texas,GEORGE BUSH INTERCONTINENTAL,1996,0
Texas,GEORGE BUSH INTERCONTINENTAL,1997,0
Texas,GEORGE BUSH INTERCONTINENTAL,1998,0
Texas,GEORGE BUSH INTERCONTINENTAL,1999,0
Texas,GEORGE BUSH INTERCONTINENTAL,2000,0
Texas,GEORGE BUSH INTERCONTINENTAL,2001,130
Texas,GEORGE BUSH INTERCONTINENTAL,2002,0
Texas,HOUSTON-HOBBY,1990,0
Texas,HOUSTON-HOBBY,1991,0
Texas,HOUSTON-HOBBY,1992,0
Texas,HOUSTON-HOBBY,1993,9577
Texas,HOUSTON-HOBBY,1994,0
Texas,HOUSTON-HOBBY,1995,0
Texas,HOUSTON-HOBBY,1996,0
Texas,HOUSTON-HOBBY,1997,0
Texas,HOUSTON-HOBBY,1998,0
Texas,HOUSTON-HOBBY,1999,0
Texas,HOUSTON-HOBBY,2000,0
Texas,HOUSTON-HOBBY,2001,0
Texas,HOUSTON-HOBBY,2002,0
Texas,SAN ANTONIO INTERNATIONAL,1990,0
Texas,SAN ANTONIO INTERNATIONAL,1991,0
Texas,SAN ANTONIO INTERNATIONAL,1992,0
Texas,SAN ANTONIO INTERNATIONAL,1993,161
Texas,SAN ANTONIO INTERNATIONAL,1994,0
Texas,SAN ANTONIO INTERNATIONAL,1995,0
Texas,SAN ANTONIO INTERNATIONAL,1996,0
Texas,SAN ANTONIO INTERNATIONAL,1997,0
Texas,SAN ANTONIO INTERNATIONAL,1998,0
Texas,SAN ANTONIO INTERNATIONAL,1999,0
Texas,SAN ANTONIO INTERNATIONAL,2000,0
Texas,SAN ANTONIO INTERNATIONAL,2001,1302
Texas,SAN ANTONIO INTERNATIONAL,2002,0
Utah,SALT LAKE CITY INTERNATIONAL,1990,0
Utah,SALT LAKE CITY INTERNATIONAL,1991,0
Utah,SALT LAKE CITY INTERNATIONAL,1992,0
Utah,SALT LAKE CITY INTERNATIONAL,1993,0
Utah,SALT LAKE CITY INTERNATIONAL,1994,0
Utah,SALT LAKE CITY INTERNATIONAL,1995,0
Utah,SALT LAKE CITY INTERNATIONAL,1996,0
Utah,SALT LAKE CITY INTERNATIONAL,1997,0
Utah,SALT LAKE CITY INTERNATIONAL,1998,63392
Utah,SALT LAKE CITY INTERNATIONAL,1999,137
Utah,SALT LAKE CITY INTERNATIONAL,2000,0
Utah,SALT LAKE CITY INTERNATIONAL,2001,0
Utah,SALT LAKE CITY INTERNATIONAL,2002,0
Washington,SEATTLE-TACOMA INTERNATIONAL,1990,0
Washington,SEATTLE-TACOMA INTERNATIONAL,1991,0
Washington,SEATTLE-TACOMA INTERNATIONAL,1992,0
Washington,SEATTLE-TACOMA INTERNATIONAL,1993,0
Washington,SEATTLE-TACOMA INTERNATIONAL,1994,313
Washington,SEATTLE-TACOMA INTERNATIONAL,1995,76232
Washington,SEATTLE-TACOMA INTERNATIONAL,1996,0
Washington,SEATTLE-TACOMA INTERNATIONAL,1997,0
Washington,SEATTLE-TACOMA INTERNATIONAL,1998,0
Washington,SEATTLE-TACOMA INTERNATIONAL,1999,0
Washington,SEATTLE-TACOMA INTERNATIONAL,2000,0
Washington,SEATTLE-TACOMA INTERNATIONAL,2001,0
Washington,SEATTLE-TACOMA INTERNATIONAL,2002,0
